Organization,Active,License,UBI,Type,Address,Address Line 2,City,State,County,Zip,CreateDate,DayPhone
TKO RESERVE,ACTIVE (ISSUED),412746,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,234805 STRAIGHT BANK RD,SUITE E,KENNEWICK,WA,BENTON,993370000,20180226,7023559181
420 CARPENTER,ACTIVE (ISSUED),415083,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,422 CARPENTER RD STE 105,,LACEY,WA,THURSTON,985037906,20180105,3604026368
THE REEF,ACTIVE (ISSUED),413870,6.03356E+15,MARIJUANA RETAILER,1107 N CALLOW AVE STE C,,BREMERTON,WA,KITSAP,983123007,20171109,2066866362
OLYMPIC GROWERS,ACTIVE (ISSUED),412147,6.03348E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,35100 MILES CRESTON RD N STE A,SUITE A,CRESTON,WA,LINCOLN,991178515,20171128,2064988502
EASTERN WASHINGTON CANNABIS PRODUCTS,ACTIVE (ISSUED),415953,6.02696E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5990 INDEPENDENCE RD STE B,,SUNNYSIDE,WA,YAKIMA,989449798,20180303,5098377476
THE HAPPY CROP SHOPPE,ACTIVE (ISSUED),413600,6.0334E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,5736 VALE RD,,CASHMERE,WA,CHELAN,988150000,20171024,5098882454
WALLA WALLA WEEDERY,ACTIVE (ISSUED),425273,6.03337E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,728 IRENE ST,,WALLA WALLA,WA,WALLA WALLA,993621604,20171013,5098764279
CLINICAL CANNABIS CLUB,ACTIVE (ISSUED),423849,6.03353E+15,MARIJUANA PRODUCER TIER 2,2000 ROZA DR,,ZILLAH,WA,YAKIMA,989539361,20171024,2069728577
LEGAL MARIJUANA SUPERSTORE,ACTIVE (ISSUED),417880,6.03357E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3610 BETHEL RD SE,SUITE 100,PORT ORCHARD,WA,KITSAP,983670000,20171116,3603401009
CARLTON CANNABIS,ACTIVE (ISSUED),421507,6.03519E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2256 HWY 153 STE B,,CARLTON,WA,OKANOGAN,988149004,20170704,3607853843
KUSHMAN,ACTIVE (ISSUED),415287,6.02709E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,11110 MUKILTEO SPEEDWAY,SUITE 102,MUKILTEO,WA,SNOHOMISH,982755450,20180130,4254441575
IRIE MINDS FARMS,ACTIVE (ISSUED),416399,6.03353E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1625 CENTER ST,,TACOMA,WA,PIERCE,984090000,20180125,2063541040
HEAVENLY BUDS,ACTIVE (ISSUED),417147,6.03348E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1445 INDUSTRIAL WAY 19 C,,LONGVIEW,WA,COWLITZ,986320000,20180122,3605181501
MEAN THE GREEN,ACTIVE (ISSUED),416751,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,26424 S RUPP RD E1,,CHENEY,WA,SPOKANE,990040000,20180125,7757228256
QUALITY CANNABIS PRODUCING AND PROCESSING,PENDING (ISSUED),412130,6.03348E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,776 US HWY 101,,COSMOPOLIS,WA,GRAYS HARBOR,985370000,20180104,3605805312
THE GREEN SEED,ACTIVE (ISSUED),86054,6.03346E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,412 S INTERLAKE RD,,MOSES LAKE,WA,GRANT,988372908,20171127,5098552271
PACIFIC GROWERS NORTHWEST,ACTIVE (ISSUED),413220,6.03442E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,5845 192ND AVE SW STE 104,,ROCHESTER,WA,THURSTON,985799201,20171216,4259416831
BUD RUNNER,ACTIVE (ISSUED),424075,6.04038E+15,MARIJUANA TRANSPORTATION,3201 1ST AVE S,STE B-04,SEATTLE,WA,KING,981341840,20180125,2066798316
CANNA DELTA 9,ACTIVE (ISSUED),426293,6.0335E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,3957 GARDENSPOT RD,,LOON LAKE,WA,STEVENS,991489750,20180215,5092330147
LUANKA COLLECTIVE,ACTIVE (ISSUED),424373,6.03267E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,74 PIT RD STE H,,BREWSTER,WA,OKANOGAN,988129676,20180209,2068537572
HWY 420,ACTIVE (ISSUED),413427,6.02763E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,11493 CLEAR CREEK RD,,SILVERDALE,WA,KITSAP,983839657,20170907,3604408671
JMS. CONSULTANTS,ACTIVE (ISSUED),416423,6.03357E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,1512 CENTER ST  STE A,,TACOMA,WA,PIERCE,984090000,20171230,3869313174
HAPPY HILL FARMS,ACTIVE (ISSUED),416800,6.03411E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5044 B HWY 231,,FORD,WA,STEVENS,990130000,20170707,5092586857
GOOD TO GROW,ACTIVE (ISSUED),420275,6.03271E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1150 COUNTY LINE RD BLDG 1,,GRAYLAND,WA,GRAYS HARBOR,985479604,20180214,3605500542
HERBAL LEGENDS,ACTIVE (ISSUED),413702,6.02946E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2118 JAMES ST,,BELLINGHAM,WA,WHATCOM,982254140,20170828,3605941738
FIREWEED FARMS,ACTIVE (ISSUED),417794,6.01673E+15,MARIJUANA PROCESSOR,133302 W JOHNSON RD STE B,,PROSSER,WA,BENTON,993507503,20180207,5097781597
THE ROACH 420,ACTIVE (ISSUED),414216,6.03352E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,133 STATE AVE,,BREWSTER,WA,DOUGLAS,988129643,20171120,5098607111
ALLIANCE 502,ACTIVE (ISSUED),412949,6.03526E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,139 GREENACRES RD #2,,RIVERSIDE,WA,OKANOGAN,988490000,20180108,8007930108
420 HOLIDAY,ACTIVE (ISSUED),415526,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2028 10TH AVE,,LONGVIEW,WA,COWLITZ,986324007,20171114,3607033103
LAUGHING BUDDHA,ACTIVE (ISSUED),417042,6.0327E+15,MARIJUANA PROCESSOR,13300 SE 30TH ST,STE 202,BELLEVUE,WA,KING,980050000,20180206,4252415783
JAG 15,ACTIVE (ISSUED),415941,6.03441E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,9424 GARRISON RD  UNIT A,UNIT A,SUMAS,WA,WHATCOM,982959307,20180125,3603937735
502 PROCESSOR'S GROUP,ACTIVE (ISSUED),413478,6.03356E+15,MARIJUANA PROCESSOR,2942 1ST AVE S,,SEATTLE,WA,KING,981341820,20180105,4147310189
PCF MANAGEMENT,ACTIVE (ISSUED),412062,6.03261E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,17830 DANE LN SW,,ROCHESTER,WA,THURSTON,985799404,20180105,3608587554
GOAT GIRL CANNABIS,ACTIVE (ISSUED),415736,6.01987E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,154 STRING STREET RD SUITE A,,CENTERVILLE,WA,KLICKITAT,986133508,20170614,5092503881
LIVING WELL ENTERPRISES,ACTIVE (ISSUED),414454,6.03339E+15,MARIJUANA RETAILER,19001 VASHON HIGHWAY SOUTHWEST,,VASHON ISLAND,WA,KING,980700000,20180215,2062612916
CLARITY FARMS,ACTIVE (ISSUED),412901,6.03345E+15,MARIJUANA PROCESSOR,17595 177TH AVE SE,,MONROE,WA,SNOHOMISH,982720000,20180214,2068162997
GREEN & GOLDEN,ACTIVE (ISSUED),415710,6.04069E+15,MARIJUANA PROCESSOR,7457 S MADISON ST STE B,,TACOMA,WA,PIERCE,984091000,20171227,2067905025
A-ACTION GROUP UTILITIES,ACTIVE (ISSUED),416630,6.02142E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1199 W CUNNINGHAM RD P3,STE P3,OTHELLO,WA,ADAMS,993440000,20170715,3608704970
DELTA 9 GROWERS,ACTIVE (ISSUED),405661,6.03346E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,851 CALIFORNIA WAY STE G,,LONGVIEW,WA,COWLITZ,986321665,20171103,5302286974
EUPHORIC 360,ACTIVE (ISSUED),425185,6.04014E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6326 MARTIN WAY E STE 103,,LACEY,WA,THURSTON,985165561,20171115,3608922878
OLSONS FARMS,ACTIVE (ISSUED),417314,6.03408E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1717 MALAGA ALCOA HWY,STE A,WENATCHEE,WA,CHELAN,988018968,20180108,5096707449
MARYHILL SUNSHINE,ACTIVE (ISSUED),412782,6.03544E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,125 MARYHILL HWY,,GOLDENDALE,WA,KLICKITAT,986204604,20171005,5092503237
PEND OREILLE CANNABIS CO,ACTIVE (ISSUED),76189,6.03559E+15,MARIJUANA RETAILER,124 RIVERSIDE AVE,,IONE,WA,PEND OREILLE,991390000,20171102,5094423420
HERBAL LEGENDS CANNABIS,ACTIVE (ISSUED),420477,6.02946E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,7217 212TH ST SW,,EDMONDS,WA,SNOHOMISH,980267735,20170829,3605941738
JBC GROW,ACTIVE (ISSUED),413631,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2121 LINCOLN ST,,BELLINGHAM,WA,WHATCOM,982254147,20171129,3602018965
AGRIJUANA,ACTIVE (ISSUED),415998,6.03358E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1810 SE COMMERCE AVE,,BATTLE GROUND,WA,CLARK,986040000,20171127,3606994724
APEX CANNABIS,PENDING (ISSUED),425767,6.03326E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1325 N DIVISION ST STE 104,,SPOKANE,WA,SPOKANE,992021808,20180104,5094990646
FC PRODUCER-1,ACTIVE (ISSUED),413092,6.03349E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1199 W CUNNINGHAM RD A,,OTHELLO,WA,ADAMS,993440000,20171113,2064530587
MILLENNIUM GREEN,ACTIVE (ISSUED),413916,6.03475E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1944 MILWAUKEE WAY,,TACOMA,WA,PIERCE,984212702,20180301,2066608833
CASCADIA GARDENS,ACTIVE (ISSUED),412964,6.0335E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5373 GUIDE MERIDIAN STE F5,STE F5,BELLINGHAM,WA,WHATCOM,982267418,20171215,4253743732
IONIC,ACTIVE (ISSUED),415712,6.03227E+15,MARIJUANA PROCESSOR,2915 S M ST  UNIT 103,,TACOMA,WA,PIERCE,984098224,20170626,2536828392
THE HERBERY,ACTIVE (ISSUED),84045,6.03355E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,212 NE 164TH AVE STE 11,,VANCOUVER,WA,CLARK,986840000,20171116,3609490319
GROUND UP CULTIVATION,ACTIVE (ISSUED),415933,6.03359E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,55 REEVAS BASIN RD STE B,SUITE B,TONASKET,WA,OKANOGAN,988550000,20171230,2067198351
"LEGENDARY LABORATORIES, LLC",ACTIVE (ISSUED),424500,6.03548E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2717 N MAYFAIR ST,,SPOKANE,WA,SPOKANE,992072073,20170915,5098085223
WASHINGTON GOLD,ACTIVE (ISSUED),412213,6.04121E+15,MARIJUANA PROCESSOR,2917 US HIGHWAY 97,,PESHASTIN,WA,CHELAN,988470000,20171030,5098602468
GRASS VALLEY PRODUCTS,ACTIVE (ISSUED),417103,6.03355E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,130 CHESAW RD STE A,SUITE A,OROVILLE,WA,OKANOGAN,988440000,20180104,3609035502
SEVEN BLADES NORTHWEST,ACTIVE (ISSUED),422227,6.03358E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,3703 E BROAD AVE,,SPOKANE,WA,SPOKANE,992175900,20171230,5097100549
SMOOTH BLUE,ACTIVE (ISSUED),416576,6.03476E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,126 NEWMAN CREEK RD,UNIT #5,ELMA,WA,GRAYS HARBOR,985419536,20180215,3603010531
FIRELINE CANNABIS,PENDING (ISSUED),417571,6.03359E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,17831 59TH AVE NE,SUITE 7,ARLINGTON,WA,SNOHOMISH,982236452,20180117,4257605177
WASHINGTON STATE CANNABIS COMPANY,ACTIVE (ISSUED),414559,6.03586E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,2415 ROBERTSON DRIVE,,RICHLAND,WA,BENTON,993540000,20180202,2066607221
CANNAZONE,ACTIVE (ISSUED),424599,6.03355E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,17905 STATE ROUTE 536,,MOUNT VERNON,WA,SKAGIT,982733269,20171223,8602092288
SEATTLE TONICS,ACTIVE (ISSUED),414731,6.03358E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,12059 AURORA AVE N,,SEATTLE,WA,KING,981338249,20171227,2063636000
DESERT VALLEY GROWERS,ACTIVE (ISSUED),412260,6.03346E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,15783 FISK RD STE A,,YAKIMA,WA,YAKIMA,989088454,20171101,5099524334
MISTER BUDS,ACTIVE (ISSUED),414735,6.02151E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,536 MARINE DR STE B,,PORT ANGELES,WA,CLALLAM,983632230,20171002,3607971966
GREEN BROTHERS FARMS,ACTIVE (ISSUED),417950,6.03352E+15,MARIJUANA PROCESSOR,7713 SKOOKUMCHUCK RD SE,,TENINO,WA,THURSTON,985899549,20171202,3609707896
OLYMPUS GARDENS,ACTIVE (ISSUED),412943,6.04028E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,12363 CLEAR CREEK RD NW,,SILVERDALE,WA,KITSAP,983839629,20170831,2068836756
HENDERSON DISTRIBUTION,ACTIVE (ISSUED),417460,6.03514E+15,MARIJUANA PROCESSOR,3608 E OLIVE AVE,,SPOKANE,WA,SPOKANE,992020000,20170515,5095353204
A NEW LEAF,ACTIVE (ISSUED),412977,6.03322E+15,MARIJUANA PRODUCER TIER 2,7182 ROAD 16 NE UNIT E,UNIT E,MOSES LAKE,WA,GRANT,988370000,20180220,3607314907
OLYMPIC MOUNTAIN MAN FARM,ACTIVE (ISSUED),413001,6.03353E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,297 BEAR MEADOW RD  STE A,,PORT ANGELES,WA,CLALLAM,983628221,20171115,3604601642
RUSTYNAIL,PENDING (ISSUED),416023,6.0336E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,63910 E SUNSET VIEW PR SE,BLDG A,BENTON CITY,WA,BENTON,993208554,20170926,5092051683
WESTERN BUD,ACTIVE (ISSUED),421707,6.04031E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1401 IOWA ST,,BELLINGHAM,WA,WHATCOM,982294763,20180202,3609331428
GREEN MOUNTAIN CANNABIS,ACTIVE (ISSUED),424758,6.03564E+15,MARIJUANA PRODUCER TIER 1,576 REGAL RD   STE 2,,ELK,WA,PEND OREILLE,990090000,20171130,5099394090
FIREWEED FARMS,ACTIVE (ISSUED),412194,6.01673E+15,MARIJUANA PRODUCER TIER 3,133302 W JOHNSON RD STE A,,PROSSER,WA,BENTON,993507503,20180207,5097781597
CALDWELL CANNABIS,ACTIVE (ISSUED),417087,6.03351E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,41304 S PIERT RD,,KENNEWICK,WA,BENTON,993377720,20171108,
SUSTAINABLE ORGANICS,ACTIVE (ISSUED),412606,6.0335E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,2154 BUCHANAN LOOP,,FERNDALE,WA,WHATCOM,982480000,20171109,3602015136
MILLER'S MARIJUANA,ACTIVE (ISSUED),415001,6.03358E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,5675 STATE ROUTE 12 STE 1,,ELMA,WA,GRAYS HARBOR,985410000,20171208,3604709265
SATORI,ACTIVE (ISSUED),421616,6.03356E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,100 E MAPLE ST STE A,,BELLINGHAM,WA,WHATCOM,982255006,20171116,2064191102
RAINIER ORGANICS,ACTIVE (ISSUED),412854,6.03347E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,15709 ORDWAY DR S.E.,,YELM,WA,THURSTON,985970000,20180104,2535345511
WOLF MARIJUANA,ACTIVE (ISSUED),412146,6.03348E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,615 W OWENS RD STE A,,DEER PARK,WA,SPOKANE,990068341,20171221,5097235186
BRADFORD FARMS,ACTIVE (ISSUED),424629,6.03361E+15,MARIJUANA PRODUCER TIER 2,267 SALMON CREEK RD LOT E,,OKANOGAN,WA,OKANOGAN,988408244,20180116,5037916814
NERDIE BIRDIE,ACTIVE (ISSUED),417355,6.04084E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,453 OTTO ST STE B,,PORT TOWNSEND,WA,JEFFERSON,983689392,20180125,9105020420
GREENMED LAB,ACTIVE (ISSUED),412981,6.03144E+15,MARIJUANA PROCESSOR,3958 6TH AVE NW,,SEATTLE,WA,KING,981075058,20180112,2062254877
MAJICO,ACTIVE (ISSUED),412604,6.03345E+15,MARIJUANA PRODUCER TIER 3,17605 N TIMBERLANE CIR,UNIT #A,MEAD,WA,SPOKANE,990217810,20171019,5099440973
GREEN ZOMBIE,ACTIVE (ISSUED),414114,6.03445E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,6017 N JULIA ST,,SPOKANE,WA,SPOKANE,992176584,20171103,5092209188
GREENLEAF INDUSTRIES,ACTIVE (ISSUED),417274,6.03359E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,2621 MOTTMAN CT SW #B,,TUMWATER,WA,THURSTON,985125632,20180112,7145745420
THE GREEN DOOR,ACTIVE (ISSUED),415410,6.0342E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,28120 HWY 410 E UNIT A8,,BUCKLEY,WA,PIERCE,983218482,20170705,2532248299
CASCADE GROWERS,ACTIVE (ISSUED),412180,6.0335E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,166 BENSON CREEK DR STE E,,TWISP,WA,OKANOGAN,988569605,20171121,6465810377
4:20 FRIENDLY,ACTIVE (ISSUED),413586,6.03352E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1515 LEWIS ST,,SPOKANE,WA,SPOKANE,992249785,20171027,5094990999
ANANDA WASHINGTON,ACTIVE (ISSUED),419553,6.03359E+15,MARIJUANA PROCESSOR,5845 192ND AVE SW STE 101,,ROCHESTER,WA,THURSTON,985799201,20180104,5035226568
B.S. CUSTOM FARMS,ACTIVE (ISSUED),413045,6.03351E+15,MARIJUANA PRODUCER TIER 2,22320 W ELM LN SUITE A,,MEDICAL LAKE,WA,SPOKANE,990229663,20180122,5092167049
ETTA'S HERBALS,ACTIVE (ISSUED),416608,6.03351E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,5602 WA 270,STE D,PULLMAN,WA,WHITMAN,991638708,20171130,5099495773
SALMON CREEK SINSEMILLA,ACTIVE (ISSUED),412158,6.0335E+15,MARIJUANA PRODUCER TIER 3,1199 W CUNNINGHAM RD C,STE C,OTHELLO,WA,ADAMS,993440000,20171027,3606870303
GENE'S GREEN ACERS,ACTIVE (ISSUED),412907,6.03349E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,521 S 1ST ST #A,,SELAH,WA,YAKIMA,989421603,20171202,5098305179
PURELY GREEN,ACTIVE (ISSUED),416490,6.03361E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,35702 NW TOENJES RD,STE 4,WOODLAND,WA,CLARK,986743721,20170418,3609218341
DISCOVERY BAY CANNABIS,ACTIVE (ISSUED),423036,6.03586E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,282023 HWY 101,,PORT TOWNSEND,WA,JEFFERSON,983689331,20180131,2066607221
CASCADE HERB COMPANY,ACTIVE (ISSUED),415094,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1240 E MAPLE ST STE 103,,BELLINGHAM,WA,WHATCOM,982250000,20171116,3607782357
SWEETWATER FARMS,ACTIVE (ISSUED),424256,6.03352E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,10211 S SPOTTED RD  BLDG A&B,BLDG A&B,CHENEY,WA,SPOKANE,990049646,20180123,5062446061
LIFE GARDENS 1,ACTIVE (ISSUED),412792,6.03336E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,16845 UPPER BADGER POCKET RD,,ELLENSBURG,WA,KITTITAS,989260000,20171003,5099683051
ACCESS CANIBUS LLC,ACTIVE (ISSUED),422765,6.03557E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,3082 WAITTS LAKE RD,,VALLEY,WA,STEVENS,991810000,20180227,3604703051
OVER THE TOP,ACTIVE (ISSUED),412056,6.03133E+15,MARIJUANA PROCESSOR,640 S SPOKANE ST  STE B,SUITE B,SEATTLE,WA,KING,981342225,20171128,2065574700
GREENLIGHT,ACTIVE (ISSUED),415112,6.03359E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,10309 E TRENT AVE,,MILLWOOD,WA,SPOKANE,992064514,20180104,5093093193
TANJ FARMS,ACTIVE (ISSUED),416572,6.03579E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,6441 OLD GUIDE RD STE C,,BELLINGHAM,WA,WHATCOM,982269655,20180108,2066536999
MARIJUANA MART,ACTIVE (ISSUED),419640,6.03352E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,6039 SW 197TH AVE,,ROCHESTER,WA,THURSTON,985799250,20171007,3608587188
DUKE'S HILL CANNA,ACTIVE (ISSUED),412017,6.00435E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,5675 BROOKINGS RD,,SEDRO WOOLLEY,WA,SKAGIT,982848924,20171208,3608547685
THE VAULT,ACTIVE (ISSUED),426050,6.03469E+15,MARIJUANA RETAILER,2720 E 29TH AVE,,SPOKANE,WA,SPOKANE,992234808,20180108,4252488559
MJ'S POT SHOP,ACTIVE (ISSUED),415314,6.03456E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1335 SE BISHOP BLVD,,PULLMAN,WA,WHITMAN,991636408,20180103,5093321011
GREEN PEAKS,ACTIVE (ISSUED),413226,6.03357E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,461 MCCLOUD CREEK RD,,NEWPORT,WA,PEND OREILLE,991569740,20180301,5092949645
SECRET GARDENS OF WASHINGTON,ACTIVE (ISSUED),412431,6.03349E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,410 IDA ST W,,BREMERTON,WA,KITSAP,983123134,20171013,4253178256
BLOWIN SMOKE,ACTIVE (ISSUED),422202,6.03069E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1967 HIGHWAY 395 S STE C,,CHEWELAH,WA,STEVENS,991099708,20180105,5099357420
HIGH SUPPLY,ACTIVE (ISSUED),417184,6.03568E+15,MARIJUANA PRODUCER TIER 1/MARIJUANA PROCESSOR,2842 93RD AVE SW,STE A,TUMWATER,WA,THURSTON,985129144,20180213,3603508198
JBC FARMS,ACTIVE (ISSUED),412196,6.03547E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,15151 COTTONWOOD CANYON RD,,YAKIMA,WA,YAKIMA,989089279,20171024,5093884472
WICKED WEED,ACTIVE (ISSUED),416155,6.03578E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,13026 W MCFARLANE RD,UNIT C1-3,AIRWAY HEIGHTS,WA,SPOKANE,990010000,20171128,8137841028
SKAGIT ORGANICS,ACTIVE (ISSUED),412843,6.03352E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,16915 STATE HIGHWAY 20,UNIT B,MOUNT VERNON,WA,SKAGIT,982738850,20171129,3606271555
SEATTLE SOUND,PENDING (ISSUED),416371,6.03344E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,3472 PULLMAN AIRPORT RD STE B,STE B,PULLMAN,WA,WHITMAN,991630000,20180109,9717770767
DOMENICO FARMS,ACTIVE (ISSUED),416373,6.03349E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,20801 NE 10TH AVE,,RIDGEFIELD,WA,CLARK,986428167,20171130,3604508363
IGROW,ACTIVE (ISSUED),412783,6.03445E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,16940 VIRCON DR SW #A,,ROCHESTER,WA,THURSTON,985798595,20180202,3602690103
THE SLOW BURN,ACTIVE (ISSUED),413773,6.0341E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,4101 MAIN STREET,,UNION GAP,WA,YAKIMA,989032042,20170616,5098234792
WINTER FARMS,ACTIVE (ISSUED),416130,6.03549E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,10211 S SPOTTED RD,BLDG C AND D,CHENEY,WA,SPOKANE,990049646,20180212,5098796326
ALKI HERBAL,ACTIVE (ISSUED),412371,6.03348E+15,MARIJUANA PRODUCER TIER 2/MARIJUANA PROCESSOR,1128 SW SPOKANE ST  STE 300,STE 300,SEATTLE,WA,KING,981341128,20171205,2068984378
VIVA CANNABIS,PENDING (ISSUED),416609,6.03464E+15,MARIJUANA PROCESSOR,3012 GS CENTER RD   STE B,,WENATCHEE,WA,CHELAN,988019116,20180208,5098858405
KNIGHTS HEMPLAR,ACTIVE (ISSUED),412341,6.03457E+15,MARIJUANA PRODUCER TIER 3/MARIJUANA PROCESSOR,1225 5TH ST EXT,,HOQUIAM,WA,GRAYS HARBOR,985503405,20171120,3605502668
CANNABIS CENTRAL,ACTIVE (ISSUED),422944,6.03384E+15,MARIJUANA RETAILER/MEDICAL MARIJUANA ENDORSEMENT,1514 W UNIVERSITY WAY,,ELLENSBURG,WA,KITTITAS,989262337,20180306,5092011144
